Restaurant ID,Restaurant Name,Country Code,City,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
6706211,Paribar,30,Sí£o Paulo,-46.64,-23.55,"Brazilian, Italian",150,Brazilian Real(R$),No,No,No,No,4,4.3,Green,Very Good,46
6705858,Terraí_o Itíçlia,30,Sí£o Paulo,-46.64,-23.55,Italian,400,Brazilian Real(R$),No,No,No,No,4,4.4,Green,Very Good,37
6701419,Divino Fogí£o,30,Sí£o Paulo,-46.64,-23.6,"Brazilian, Mineira",65,Brazilian Real(R$),No,No,No,No,3,0,White,Not rated,2
6703956,Super Grill,30,Sí£o Paulo,-46.7,-23.62,Brazilian,50,Brazilian Real(R$),No,No,No,No,2,0,White,Not rated,2
6709580,Esquina Mocotí_,30,Sí£o Paulo,-46.58,-23.49,"Brazilian, North Eastern",100,Brazilian Real(R$),No,No,No,No,4,4.4,Green,Very Good,22
6703176,Veloso,30,Sí£o Paulo,-46.64,-23.59,"Brazilian, Bar Food, Beverages",70,Brazilian Real(R$),No,No,No,No,3,4.6,Dark Green,Excellent,58
6713772,Sainte Marie Gastronomia,30,Sí£o Paulo,-46.75,-23.61,"Lebanese, Arabian",120,Brazilian Real(R$),No,No,No,No,4,4.1,Green,Very Good,11
17284404,Austin's BBQ and Oyster Bar,216,Albany,-84.22,31.61,"BBQ, Burger, Seafood",25,Dollar($),No,No,No,No,2,3.3,Orange,Average,35
17284203,BJ's Country Buffet,216,Albany,-84.21,31.61,"American, BBQ",10,Dollar($),No,No,No,No,1,3.3,Orange,Average,25
17284105,Cookie Shoppe,216,Albany,-84.15,31.58,,0,Dollar($),No,No,No,No,1,3.4,Orange,Average,34
17284302,El Vaquero Mexican Restaurant,216,Albany,-84.22,31.62,Mexican,0,Dollar($),No,No,No,No,1,3.4,Orange,Average,45
17284397,Elements Coffee Co - Northwest,216,Albany,-84.21,31.62,"Coffee and Tea, Sandwich",10,Dollar($),No,No,No,No,1,3.4,Orange,Average,26
17284211,Pearly's Famous Country Cookng,216,Albany,-84.18,31.59,,0,Dollar($),No,No,No,No,1,3.4,Orange,Average,36
17284094,Chick-fil-A,216,Albany,-84.22,31.62,Fast Food,10,Dollar($),No,No,No,No,1,3.5,Yellow,Good,67
17284409,Guang Zhou Chinese Restaurant,216,Albany,-84.21,31.62,"Asian, Chinese, Vegetarian",10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,141
17284139,Harvest Moon,216,Albany,-84.21,31.6,"Pizza, Bar Food, Sandwich",25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,147
17284403,Henry Campbell's Steakhouse,216,Albany,-84.22,31.61,"Steak, Tapas, Bar Food",70,Dollar($),No,No,No,No,4,3.5,Yellow,Good,51
17284145,Hong Kong Cafe,216,Albany,-84.22,31.62,"Chinese, Seafood, Vegetarian",25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,88
17284150,House of China Restaurant II,216,Albany,-84.21,31.61,Chinese,10,Dollar($),No,No,No,No,1,3.8,Yellow,Good,153
17284158,Jimmie's Hot Dogs,216,Albany,-84.15,31.58,,10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,160
17284175,Locos Grill & Pub,216,Albany,-84.22,31.61,"American, Burger, Sandwich",25,Dollar($),No,No,No,No,2,3.5,Yellow,Good,57
17284179,Longhorn Steakhouse,216,Albany,-84.22,31.62,"American, Steak",25,Dollar($),No,No,No,No,2,3.5,Yellow,Good,58
17284197,Mikata Japanese Steakhouse,216,Albany,-84.22,31.61,"Japanese, Steak, Sushi",40,Dollar($),No,No,No,No,3,3.6,Yellow,Good,115
17284241,Shogun Japanese Steak House,216,Albany,-84.22,31.61,"Japanese, Steak, Sushi",40,Dollar($),No,No,No,No,3,3.5,Yellow,Good,51
17284390,The Catch Seafood Room & Oyster Bar,216,Albany,-84.21,31.61,"Seafood, Tapas, Bar Food",40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,250
17284279,Villa Gargano,216,Albany,-84.18,31.6,"Italian, Pizza",10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,117
17284364,3 Squares Diner,216,Albany,-83.84,31.53,"American, Breakfast, Diner",10,Dollar($),No,No,No,No,1,3.4,Orange,Average,20
16611114,Whitebull Hotel,14,Armidale,151.67,-30.51,"Bar Food, Steak",20,Dollar($),No,No,No,No,2,3.5,Yellow,Good,25
17293281,Last Resort Grill,216,Athens,-83.38,33.96,"American, Southern, Southwestern",40,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,1821
17293301,Mama's Boy Restaurant,216,Athens,-83.37,33.95,Southern,10,Dollar($),No,No,No,No,1,4.5,Dark Green,Excellent,849
17293409,Sr. Sol 1,216,Athens,-83.43,33.97,Mexican,10,Dollar($),No,No,No,No,1,4.6,Dark Green,Excellent,917
17293163,Choo Choo Eastside,216,Athens,-83.34,33.93,"Japanese, Korean",10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,439
17293228,The Grill,216,Athens,-83.38,33.96,"Breakfast, Burger, Sandwich",10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,289
17293880,Big City Bread Cafe,216,Athens,-83.38,33.96,"Breakfast, Sandwich",10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,558
17293169,Clocked,216,Athens,-83.38,33.96,"American, Burger, Sandwich",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,613
17293186,DePalma's Italian Cafe - Downtown,216,Athens,-83.37,33.96,"American, Italian, Pizza",25,Dollar($),No,No,No,No,2,4,Green,Very Good,353
17293180,DePalma's Italian Cafe - East Side,216,Athens,-83.34,33.92,"American, Italian, Pizza",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,387
17293205,Five & Ten,216,Athens,-83.39,33.94,American,40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,755
17293229,Grit,216,Athens,-83.38,33.96,"International, Southern, Vegetarian",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,800
17293897,Ike & Jane,216,Athens,-83.4,33.96,Sandwich,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,350
17293273,La Dolce Vita Ristorante,216,Athens,-83.41,33.96,Italian,40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,464
17293870,Shokitini,216,Athens,-83.38,33.96,"Asian, Japanese, Sushi",25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,550
17293877,Taqueria Del Sol,216,Athens,-83.38,33.96,"Mexican, Spanish",10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,543
17293890,The National,216,Athens,-83.38,33.96,"International, Southern",40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,465
17293915,The Royal Peasant,216,Athens,-83.39,33.94,Bar Food,10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,546
17293422,Transmetropolitan,216,Athens,-83.38,33.96,"Italian, Pizza, Sandwich",10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,1098
17293873,Trappeze Pub,216,Athens,-83.38,33.96,"Burger, Bar Food",25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,579
17294014,Viva! Argentine Cuisine,216,Athens,-83.38,33.96,"Desserts, Latin American, Argentine",10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,374
17294556,Miyabi Kyoto Japanese Steak House,216,Augusta,-82.09,33.47,"Chinese, Steak",40,Dollar($),No,No,No,No,3,4.6,Dark Green,Excellent,717
17294607,Rae's Coastal Cafe,216,Augusta,-82.07,33.48,"American, Caribbean, Seafood",40,Dollar($),No,No,No,No,3,4.9,Dark Green,Excellent,548
17294279,The Bee's Knees,216,Augusta,-81.97,33.48,"International, Tapas, Vegetarian",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,631
17294300,Boll Weevil Cafe,216,Augusta,-81.97,33.47,"Desserts, Sandwich, Southern",10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,372
17295215,Farmhaus Burger,216,Augusta,-81.97,33.48,"American, Burger",25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,201
17295028,Manuel's Bread Cafe,216,Augusta,-81.97,33.48,"Breakfast, French",40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,332
17294642,Sconyers Bar B Que,216,Augusta,-82.03,33.41,BBQ,25,Dollar($),No,No,No,No,2,3.5,Yellow,Good,304
17295109,Frog Hollow Tavern,216,Augusta,-81.97,33.48,American,40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,368
17294441,Giuseppe's Pizza & Italian Specialities,216,Augusta,-82.1,33.48,"Desserts, Italian, Pizza",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,430
17294552,Mellow Mushroom,216,Augusta,-81.97,33.48,"Italian, Pizza, Sandwich",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,433
17294565,Nacho Mamas Burritos,216,Augusta,-81.97,33.48,Mexican,10,Dollar($),No,No,No,No,1,4,Green,Very Good,380
17294623,Rhinehart's Oyster Bar,216,Augusta,-82.05,33.51,"Bar Food, Sandwich, Seafood",25,Dollar($),No,No,No,No,2,4,Green,Very Good,456
17294712,Takosushi,216,Augusta,-82.03,33.48,"Mexican, Southwestern, Sushi",40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,647
17295033,The Chop House,216,Augusta,-82.08,33.47,Steak,40,Dollar($),No,No,No,No,3,4,Green,Very Good,360
17295069,The Taj of India,216,Augusta,-82.08,33.54,Indian,25,Dollar($),No,No,No,No,2,4,Green,Very Good,227
17294261,Augsburg Haus,216,Augusta,-82.14,33.54,German,25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,290
17295115,Pho Bac,216,Augusta,-82.13,33.53,Vietnamese,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,270
17294836,Rhinehart's Oyster Bar,216,Augusta,-82.14,33.52,"Burger, Seafood",25,Dollar($),No,No,No,No,2,4,Green,Very Good,326
17294850,Thai Kitchen,216,Augusta,-82.13,33.54,Thai,35,Dollar($),No,No,No,No,3,4.3,Green,Very Good,317
17294883,El Kiosco Mexican Restaurant,216,Augusta,-82.2,33.46,Mexican,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,300
16608864,Taste of Balingup,14,Balingup,115.98,-33.78,Modern Australian,20,Dollar($),No,No,No,No,2,3.2,Orange,Average,21
16604911,Bridge Road Brewers,14,Beechworth,146.69,-36.36,"Pizza, Bar Food",20,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,237
17303465,Bardenay,216,Boise,-116.2,43.61,"American, Bar Food",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,879
17303642,Flatbread Neapolitan Pizzeria,216,Boise,-116.2,43.62,"Italian, Pizza",25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,615
17303670,Goldy's Breakfast Bistro,216,Boise,-116.2,43.61,"Breakfast, Sandwich",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,879
17303545,Chandlers Steakhouse,216,Boise,-116.21,43.62,"American, Seafood, Steak",70,Dollar($),No,No,No,No,4,3.9,Yellow,Good,379
17303655,Bar Gernika Basque Pub & Eatery,216,Boise,-116.2,43.61,"European, Spanish",10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,303
17304691,Barbacoa Restaurant,216,Boise,-116.19,43.6,"Latin American, Steak",70,Dollar($),No,No,No,No,4,4.1,Green,Very Good,538
17303478,Big Jud's,216,Boise,-116.21,43.59,"American, Burger, Sandwich",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,334
17303480,Bittercreek Ale House,216,Boise,-116.2,43.62,"American, Bar Food",25,Dollar($),No,No,No,No,2,4.3,Green,Very Good,555
17304733,Boise Fry Company,216,Boise,-116.19,43.61,"American, Burger",10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,823
17303646,Flying Pie Pizzaria,216,Boise,-116.26,43.62,Pizza,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,550
17304929,Fork,216,Boise,-116.2,43.62,"American, Burger",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,650
17303684,Guido's Original New York Style Pizza,216,Boise,-116.2,43.62,Pizza,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,410
17303772,Los Beto's,216,Boise,-116.25,43.62,Mexican,10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,660
17305123,Lucianos Italian Restaurant,216,Boise,-116.25,43.61,"Italian, Seafood, Vegetarian",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,360
17303787,Mai Thai Restaurant,216,Boise,-116.2,43.62,"Sushi, Thai",40,Dollar($),No,No,No,No,3,4,Green,Very Good,340
17303990,Shige Japanese Cuisine,216,Boise,-116.2,43.62,"Japanese, Sushi, Teriyaki",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,393
17304741,The Egg Factory,216,Boise,-116.28,43.62,Breakfast,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,422
17304726,Tucanos,216,Boise,-116.28,43.59,Brazilian,40,Dollar($),No,No,No,No,3,4,Green,Very Good,435
17304486,Texas Roadhouse,216,Boise,-116.35,43.62,"American, BBQ, Steak",25,Dollar($),No,No,No,No,2,4,Green,Very Good,369
17304533,Brick 29,216,Boise,-116.56,43.58,American,40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,487
17316233,Winifreds,216,Cedar Rapids/Iowa City,-91.63,42.02,"American, Mediterranean, Seafood",40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,98
17315883,Biaggi's Ristorante Italiano,216,Cedar Rapids/Iowa City,-91.63,42.03,"Italian, Pizza",40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,365
17315995,El Super Burrito,216,Cedar Rapids/Iowa City,-91.71,41.97,Mexican,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,190
17316018,Granite City Food & Brewery,216,Cedar Rapids/Iowa City,-91.62,42.02,"American, Breakfast, Burger",40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,429
17316038,Irish Democrat,216,Cedar Rapids/Iowa City,-91.63,42.01,"American, BBQ, Burger",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,430
17316771,Taste of India,216,Cedar Rapids/Iowa City,-91.65,42.02,Indian,25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,186
17316201,Thai Moon Restaurant,216,Cedar Rapids/Iowa City,-91.73,41.96,"Chinese, Sushi, Thai",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,220
17316208,Ting's Red Lantern,216,Cedar Rapids/Iowa City,-91.64,42.05,Chinese,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,347
17316389,Monica's,216,Cedar Rapids/Iowa City,-91.57,41.67,"American, Italian, Pizza",25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,161
17316278,Exotic India,216,Cedar Rapids/Iowa City,-91.57,41.67,Indian,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,160
17316744,Shorts Burger and Shine,216,Cedar Rapids/Iowa City,-91.53,41.66,Burger,10,Dollar($),No,No,No,No,1,4.9,Dark Green,Excellent,820
17316751,The Hamburg Inn No. 2 Inc.,216,Cedar Rapids/Iowa City,-91.53,41.66,"American, Breakfast, Burger",10,Dollar($),No,No,No,No,1,4.5,Dark Green,Excellent,488
17316766,Bluebird Diner,216,Cedar Rapids/Iowa City,-91.53,41.66,"Breakfast, Diner",25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,253
